years_before_2023,co2_ppmv,temp_anomaly,ch4_ppb
1154,279.31511868969704,-0.38,633.4
1155,279.30007270110576,-0.5518,633.3636363636364
1156,279.28502671251454,-0.5795,633.3272727272728
1157,279.26998072392325,-0.5269,633.290909090909
1158,279.25493473533203,-0.4573,633.2545454545455
1159,279.23988874674075,-0.3076,633.2181818181818
1160,279.22484275814946,-0.2459,633.1818181818181
1161,279.20979676955824,-0.3281,633.1454545454545
1162,279.19475078096696,-0.3915,633.1090909090909
1163,279.17970479237573,-0.3435,633.0727272727273
1164,279.16465880378445,-0.188,633.0363636363636
1165,279.14961281519317,-0.0855,633.0
1166,279.13456682660194,-0.1732,633.275
1167,279.11952083801066,-0.3475,633.55
1168,279.10447484941943,-0.4397,633.825
1169,279.08942886082815,-0.427,634.1
1170,279.0743828722369,-0.3682,634.375
1171,279.05933688364564,-0.3177,634.65
1172,279.04429089505436,-0.3288,634.925
1173,279.02924490646313,-0.3245,635.2
1174,279.01419891787185,-0.2626,635.475
1175,278.9991529292806,-0.3019,635.75
1176,278.98410694068934,-0.3586,636.025
1177,278.96906095209806,-0.2989,636.3
1178,278.95401496350684,-0.1968,636.575
1179,278.93896897491555,-0.0216,636.85
1180,278.9239229863243,0.1244,637.125
1181,278.90887699773305,0.0285,637.4
1182,278.8938310091418,-0.1836,637.675
1183,278.87878502055054,-0.2368,637.95
1184,278.86373903195926,-0.2014,638.225
1185,278.84869304336803,-0.1733,638.5
1186,278.83364705477675,-0.1639,638.775
1187,278.8186010661855,-0.1559,639.05
1188,278.80355507759424,-0.1288,639.325
1189,278.78850908900296,-0.0895,639.6
1190,278.77346310041173,-0.0712,639.875
1191,278.75841711182045,-0.121,640.15
1192,278.7433711232292,-0.2271,640.425
1193,278.72832513463794,-0.339,640.7
1194,278.7132791460467,-0.3497,640.975
1195,278.69823315745543,-0.3028,641.25
1196,278.68318716886415,-0.3456,641.525
1197,278.6681411802729,-0.4454,641.8
1198,278.65309519168164,-0.4639,642.075
1199,278.6380492030904,-0.3263,642.35
1200,278.62300321449914,-0.1821,642.625
1201,278.66099273152264,-0.0585,642.9
1202,278.6989822485461,-0.0347,643.175
1203,278.7369717655696,-0.1891,643.45
1204,278.77496128259304,-0.4622,643.725
1205,278.81295079961654,-0.699,644.0
1206,278.85094031664,-0.7217,643.9882352941177
1207,278.8889298336635,-0.5612,643.9764705882353
1208,278.92691935068694,-0.5317,643.964705882353
1209,278.96490886771045,-0.5956,643.9529411764706
1210,279.00289838473395,-0.4979,643.9411764705883
1211,279.0408879017574,-0.3645,643.9294117647058
1212,279.0788774187809,-0.4263,643.9176470588235
1213,279.11686693580435,-0.6896,643.9058823529411
1214,279.15485645282786,-0.7973,643.8941176470588
1215,279.1928459698513,-0.5758,643.8823529411765
1216,279.2308354868748,-0.3632,643.8705882352941
1217,279.26882500389826,-0.3028,643.8588235294118
1218,279.30681452092176,-0.3346,643.8470588235294
1219,279.3448040379452,-0.3543,643.8352941176471
1220,279.3827935549687,-0.3238,643.8235294117648
1221,279.4207830719922,-0.3651,643.8117647058823
1222,279.45877258901567,-0.413,643.8
1223,279.49676210603917,-0.4394,643.7882352941176
1224,279.5347516230626,-0.4658,643.7764705882353
1225,279.5727411400861,-0.3824,643.7647058823529
1226,279.61073065710957,-0.2622,643.7529411764706
1227,279.6487201741331,-0.2083,643.7411764705882
1228,279.6867096911565,-0.2799,643.7294117647059
1229,279.72469920818,-0.3543,643.7176470588236
1230,279.71079635757127,-0.2764,643.7058823529412
1231,279.69689350696257,-0.1775,643.6941176470589
1232,279.6829906563538,-0.1694,643.6823529411764
1233,279.6690878057451,-0.2084,643.6705882352941
1234,279.65518495513635,-0.2215,643.6588235294117
1235,279.64128210452765,-0.154,643.6470588235294
1236,279.6273792539189,-0.0602,643.635294117647
1237,279.6134764033102,-0.0064,643.6235294117647
1238,279.59957355270143,0.0361,643.6117647058824
1239,279.5856707020927,0.02,643.6
1240,279.57176785148397,-0.1196,643.5882352941177
1241,279.55786500087527,-0.2773,643.5764705882353
1242,279.5439621502665,-0.3691,643.564705882353
1243,279.5300592996578,-0.3808,643.5529411764705
1244,279.51615644904905,-0.3707,643.5411764705882
1245,279.50225359844035,-0.3937,643.5294117647059
1246,279.4883507478316,-0.4167,643.5176470588235
1247,279.4744478972229,-0.4204,643.5058823529412
1248,279.46054504661413,-0.4263,643.4941176470588
1249,279.4466421960054,-0.4509,643.4823529411765
1250,279.43273934539667,-0.4604,643.4705882352941
1251,279.41883649478797,-0.4079,643.4588235294118
1252,279.4049336441792,-0.328,643.4470588235295
1253,279.3910307935705,-0.2647,643.435294117647
1254,279.37712794296175,-0.2459,643.4235294117647
1255,279.36322509235305,-0.3034,643.4117647058823
1256,279.3493222417443,-0.3867,643.4
1257,279.3354193911356,-0.3198,643.3882352941176
1258,279.32151654052683,-0.1419,643.3764705882353
1259,279.3076136899181,-0.1252,643.364705882353
1260,279.29371083930937,-0.3459,643.3529411764706
1261,279.31547811750806,-0.5517,643.3411764705883
1262,279.3372453957067,-0.5055,643.3294117647059
1263,279.3590126739054,-0.3169,643.3176470588236
1264,279.3807799521041,-0.1922,643.3058823529411
1265,279.4025472303028,-0.2161,643.2941176470588
1266,279.4243145085014,-0.2964,643.2823529411764
1267,279.4460817867001,-0.3431,643.2705882352941
1268,279.4678490648988,-0.3312,643.2588235294118
1269,279.48961634309745,-0.2904,643.2470588235294
1270,279.51138362129615,-0.3271,643.2352941176471
1271,279.53315089949484,-0.408,643.2235294117647
1272,279.55491817769354,-0.3963,643.2117647058824
1273,279.5766854558922,-0.3248,643.2
1274,279.59845273409087,-0.3088,643.1882352941177
1275,279.62022001228956,-0.3004,643.1764705882352
1276,279.64198729048826,-0.3087,643.1647058823529
1277,279.6637545686869,-0.3932,643.1529411764706
1278,279.6855218468856,-0.4838,643.1411764705882
1279,279.7072891250843,-0.5032,643.1294117647059
1280,279.7290564032829,-0.4396,643.1176470588235
1281,279.7508236814816,-0.3628,643.1058823529412
1282,279.7725909596803,-0.4242,643.0941176470589
1283,279.794358237879,-0.5116,643.0823529411765
1284,279.81612551607765,-0.4428,643.0705882352942
1285,279.83789279427634,-0.302,643.0588235294117
1286,279.85966007247504,-0.2002,643.0470588235294
1287,279.8814273506737,-0.0847,643.035294117647
1288,279.90319462887237,-0.0386,643.0235294117647
1289,279.92496190707107,-0.1224,643.0117647058823
1290,279.94672918526976,-0.1438,643.0
1291,279.9684964634684,-0.0631,641.25
1292,279.9902637416671,-0.0454,639.5
1293,279.89056295451184,-0.1561,637.75
1294,279.7908621673565,-0.2747,636.0
1295,279.69116138020127,-0.2859,634.25
1296,279.59146059304595,-0.2665,632.5
1297,279.4917598058907,-0.2344,630.75
1298,279.39205901873544,-0.1881,629.0
1299,279.2923582315801,-0.1459,629.2608695652174
1300,279.19265744442487,-0.124,629.5217391304348
1301,279.0929566572696,-0.1636,629.7826086956521
1302,278.9932558701143,-0.2963,630.0434782608696
1303,278.89355508295904,-0.4393,630.304347826087
1304,278.7938542958037,-0.4534,630.5652173913044
1305,278.69415350864847,-0.3959,630.8260869565217
1306,278.5944527214932,-0.319,631.0869565217391
1307,278.4947519343379,-0.227,631.3478260869565
1308,278.39505114718264,-0.2137,631.6086956521739
1309,278.2953503600274,-0.2419,631.8695652173913
1310,278.19564957287207,-0.2274,632.1304347826087
1311,278.0959487857168,-0.2372,632.3913043478261
1312,277.9962479985615,-0.2418,632.6521739130435
1313,277.89654721140624,-0.1988,632.9130434782609
1314,277.796846424251,-0.207,633.1739130434783
1315,277.6971456370957,-0.3009,633.4347826086956
1316,277.5974448499404,-0.3585,633.695652173913
1317,277.49774406278516,-0.2224,633.9565217391304
1318,277.39804327562985,-0.0064,634.2173913043479
1319,277.2983424884746,0.0505,634.4782608695652
1320,277.1986417013193,-0.0847,634.7391304347826
1321,277.098940914164,-0.1592,635.0
1322,277.14131676067706,-0.1017,635.0
1323,277.18369260719015,-0.1907,635.0
1324,277.2260684537032,-0.4031,635.0
1325,277.2684443002163,-0.373,635.0
1326,277.3108201467293,-0.2019,635.0
1327,277.3531959932424,-0.1203,635.0
1328,277.39557183975546,-0.092,635.0
1329,277.43794768626856,-0.0757,635.0
1330,277.4803235327816,-0.1008,635.0
1331,277.52269937929464,-0.1352,635.0
1332,277.56507522580773,-0.1371,635.0
1333,277.60745107232077,-0.1585,635.0
1334,277.64982691883387,-0.19,635.0
1335,277.6922027653469,-0.1777,635.0
1336,277.73457861186,-0.1688,635.0
1337,277.77695445837304,-0.2259,635.0
1338,277.8193303048861,-0.3232,635.0
1339,277.8617061513992,-0.3357,635.0
1340,277.9040819979122,-0.2613,635.0
1341,277.9464578444253,-0.3135,635.0
1342,277.98883369093835,-0.4319,635.0
1343,278.03120953745145,-0.314,635.0
1344,278.0735853839645,-0.1927,635.0
1345,278.1159612304775,-0.3536,635.0
1346,278.1583370769906,-0.5143,635.0
1347,278.20071292350366,-0.3582,635.0
1348,278.24308877001675,-0.0889,635.0
1349,278.2854646165298,-0.0244,635.0
1350,278.3278404630429,-0.0827,635.0
1351,278.37021630955593,-0.068,635.0
1352,278.412592156069,-0.1384,635.0
1353,278.45496800258206,-0.3006,635.0
1354,278.4893038273081,-0.3582,635.0
1355,278.52363965203415,-0.2915,635.0
1356,278.5579754767602,-0.21,635.0
1357,278.59231130148623,-0.1959,635.0
1358,278.6266471262122,-0.2835,635.0
1359,278.66098295093826,-0.3128,635.0
1360,278.6953187756643,-0.2289,635.0
1361,278.72965460039035,-0.2452,635.0
1362,278.7639904251164,-0.38,635.0
1363,278.79832624984243,-0.4305,635.0
1364,278.8326620745685,-0.3787,635.0
1365,278.8669978992945,-0.3105,635.0
1366,278.9013337240205,-0.2364,635.0
1367,278.93566954874655,-0.1458,635.0
1368,278.9700053734726,-0.1267,635.0
1369,279.00434119819863,-0.2153,635.0
1370,279.0386770229247,-0.3091,635.0
1371,279.0730128476507,-0.3988,635.0
1372,279.10734867237676,-0.4664,635.0
1373,279.1416844971028,-0.4228,635.0
1374,279.1760203218288,-0.4271,635.0
1375,279.21035614655483,-0.4542,635.0
1376,279.2446919712809,-0.4247,635.0
1377,279.2790277960069,-0.5342,635.0
1378,279.31336362073296,-0.7317,635.0
1379,279.347699445459,-0.7199,635.0
1380,279.38203527018504,-0.5534,635.0
1381,279.4163710949111,-0.4544,635.0
1382,279.45070691963707,-0.4836,635.0
1383,279.4850427443631,-0.5832,635.0
1384,279.51937856908916,-0.6077,635.0
1385,279.5537143938152,-0.5165,635.0
1386,279.58805021854124,-0.4338,635.0
1387,279.5099441236012,-0.416,635.0
1388,279.43183802866116,-0.4167,635.0
1389,279.3537319337211,-0.3953,635.0
1390,279.27562583878114,-0.3478,635.0
1391,279.1975197438411,-0.3334,635.0
1392,279.11941364890106,-0.4037,635.0
1393,279.041307553961,-0.4616,635.0
1394,278.963201459021,-0.4221,635.0
1395,278.88509536408094,-0.4506,635.0
1396,278.8069892691409,-0.6138,635.0
1397,278.7288831742009,-0.6675,635.0
1398,278.6507770792609,-0.5647,635.0
1399,278.57267098432084,-0.4533,635.0
1400,278.4945648893808,-0.4154,635.0
1401,278.41645879444076,-0.4342,635.0
1402,278.3383526995007,-0.4865,635.0
1403,278.2602466045607,-0.5243,635.0
1404,278.18214050962064,-0.459,635.0
1405,278.10403441468065,-0.3576,635.0
1406,278.0259283197406,-0.348,635.0
1407,277.9478222248006,-0.441,635.0
1408,277.86971612986054,-0.501,635.0
1409,277.81741367141393,-0.4355,635.0
1410,277.7651112129674,-0.3897,635.0
1411,277.7128087545208,-0.4893,635.0
1412,277.66050629607423,-0.6112,636.3636363636364
1413,277.6082038376276,-0.5992,637.7272727272727
1414,277.5559013791811,-0.4908,639.0909090909091
1415,277.5035989207345,-0.4013,640.4545454545455
1416,277.4512964622879,-0.3788,641.8181818181819
1417,277.3989940038413,-0.3714,643.1818181818181
1418,277.3466915453948,-0.3136,644.5454545454545
1419,277.2943890869482,-0.3136,645.9090909090909
1420,277.2420866285016,-0.385,647.2727272727273
1421,277.189784170055,-0.3613,648.6363636363636
1422,277.1374817116085,-0.2665,650.0
1423,277.08517925316187,-0.2535,649.7682926829268
1424,277.0328767947153,-0.3277,649.5365853658536
1425,276.9805743362687,-0.367,649.3048780487804
1426,276.9282718778221,-0.3867,649.0731707317074
1427,276.87596941937556,-0.4044,648.8414634146342
1428,276.82366696092896,-0.3509,648.609756097561
1429,276.7713645024824,-0.2502,648.3780487804878
1430,276.7190620440358,-0.1308,648.1463414634146
1431,276.66675958558926,-0.2184,647.9146341463414
1432,276.61445712714266,-0.4805,647.6829268292682
1433,276.5621546686961,-0.5508,647.4512195121952
1434,276.5098522102495,-0.445,647.219512195122
1435,276.45754975180296,-0.3045,646.9878048780488
1436,276.40524729335635,-0.1271,646.7560975609756
1437,276.3529448349098,-0.0488,646.5243902439024
1438,276.3006423764632,-0.1054,646.2926829268292
1439,276.24833991801665,-0.155,646.060975609756
1440,276.19603745957005,-0.1482,645.829268292683
1441,276.28663186337775,-0.1849,645.5975609756098
1442,276.37722626718545,-0.3103,645.3658536585366
1443,276.4678206709932,-0.3979,645.1341463414634
1444,276.5584150748009,-0.3576,644.9024390243902
1445,276.6490094786086,-0.301,644.670731707317
1446,276.7396038824163,-0.3035,644.439024390244
1447,276.83019828622406,-0.3119,644.2073170731708
1448,276.92079269003176,-0.2952,643.9756097560976
1449,277.01138709383946,-0.3086,643.7439024390244
1450,277.10198149764716,-0.3336,643.5121951219512
1451,277.1925759014549,-0.3586,643.280487804878
1452,277.2831703052626,-0.4345,643.0487804878048
1453,277.3737647090703,-0.5498,642.8170731707318
1454,277.464359112878,-0.5446,642.5853658536586
1455,277.55495351668577,-0.369,642.3536585365854
1456,277.64554792049347,-0.2868,642.1219512195122
1457,277.73614232430117,-0.3725,641.890243902439
1458,277.82673672810887,-0.4111,641.6585365853658
1459,277.9173311319166,-0.5096,641.4268292682926
1460,278.0079255357243,-0.7346,641.1951219512196
1461,278.098519939532,-0.6797,640.9634146341464
1462,278.1891143433397,-0.3061,640.7317073170732
1463,278.2797087471475,-0.071,640.5
1464,278.3703031509552,-0.138,640.2682926829268
1465,278.4608975547629,-0.2299,640.0365853658536
1466,278.1439223830292,-0.2373,639.8048780487804
1467,277.8269472112955,-0.3243,639.5731707317074
1468,277.50997203956183,-0.5869,639.3414634146342
1469,277.1929968678281,-0.7948,639.109756097561
1470,276.8760216960944,-0.6511,638.8780487804878
1471,276.5590465243607,-0.4363,638.6463414634146
1472,276.56582512860257,-0.3728,638.4146341463414
1473,276.57260373284447,-0.367,638.1829268292682
1474,276.5793823370863,-0.3903,637.9512195121952
1475,276.58616094132816,-0.5001,637.719512195122
1476,276.59293954557,-0.6815,637.4878048780488
1477,276.5997181498119,-0.8046,637.2560975609756
1478,276.60649675405375,-0.8621,637.0243902439024
1479,276.6132753582956,-0.8675,636.7926829268292
1480,276.62005396253744,-0.846,636.560975609756
1481,276.62683256677934,-0.8222,636.329268292683
1482,276.6336111710212,-0.7548,636.0975609756098
1483,276.64038977526303,-0.6797,635.8658536585366
1484,276.6471683795049,-0.6151,635.6341463414634
1485,276.6539469837468,-0.5827,635.4024390243902
1486,276.6607255879886,-0.7175,635.170731707317
1487,276.66750419223047,-0.8614,634.939024390244
1488,276.6742827964723,-0.7302,634.7073170731708
1489,276.6810614007142,-0.4613,634.4756097560976
1490,276.68784000495606,-0.3083,634.2439024390244
1491,276.6946186091979,-0.3531,634.0121951219512
1492,276.7013972134398,-0.4294,633.780487804878
1493,276.70817581768165,-0.4088,633.5487804878048
1494,276.7149544219235,-0.4363,633.3170731707318
1495,276.72173302616534,-0.4825,633.0853658536586
1496,276.72851163040724,-0.4186,632.8536585365854
1497,276.7352902346491,-0.37,632.6219512195122
1498,276.74206883889093,-0.404,632.390243902439
1499,276.7488474431328,-0.3868,632.1585365853658
1500,276.7556260473747,-0.2957,631.9268292682926
1501,276.7624046516165,-0.2458,631.6951219512196
1502,276.76918325585837,-0.3066,631.4634146341464
1503,276.7759618601002,-0.404,631.2317073170732
1504,276.7827404643421,-0.4796,631.0
1505,276.78951906858396,-0.5445,631.5833333333334
1506,276.8004215663906,-0.5177,632.1666666666666
1507,276.8113240641972,-0.4312,632.75
1508,276.8222265620038,-0.4,633.3333333333334
1509,276.8331290598104,-0.4378,633.9166666666666
1510,276.84403155761703,-0.4632,634.5
1511,276.85493405542366,-0.3631,635.0833333333334
1512,276.8658365532302,-0.1911,635.6666666666666
1513,276.87673905103685,-0.1061,636.25
1514,276.8876415488435,-0.1805,636.8333333333334
1515,276.8985440466501,-0.3618,637.4166666666666
1516,276.90944654445667,-0.5279,638.0
1517,276.9203490422633,-0.5575,637.9285714285714
1518,276.9312515400699,-0.4698,637.8571428571429
1519,276.94215403787655,-0.3761,637.7857142857143
1520,276.9530565356831,-0.354,637.7142857142857
1521,276.96395903348974,-0.4362,637.6428571428571
1522,276.97486153129637,-0.5449,637.5714285714286
1523,276.985764029103,-0.5082,637.5
1524,276.99666652690956,-0.4261,637.4285714285714
1525,277.0075690247162,-0.454,637.3571428571429
1526,277.0184715225228,-0.4726,637.2857142857143
1527,277.02937402032944,-0.368,637.2142857142857
1528,277.040276518136,-0.2912,637.1428571428571
1529,277.05117901594264,-0.313,637.0714285714286
1530,277.06208151374926,-0.3282,637.0
1531,277.0729840115559,-0.3694,636.9285714285714
1532,277.08388650936246,-0.454,636.8571428571429
1533,277.0947890071691,-0.4792,636.7857142857143
1534,277.1056915049757,-0.5025,636.7142857142857
1535,277.1613496428549,-0.5332,636.6428571428571
1536,277.21700778073404,-0.5224,636.5714285714286
1537,277.2726659186132,-0.5064,636.5
1538,277.32832405649236,-0.4475,636.4285714285714
1539,277.3839821943715,-0.3959,636.3571428571429
1540,277.4396403322507,-0.4045,636.2857142857143
1541,277.49529847012985,-0.4121,636.2142857142857
1542,277.550956608009,-0.377,636.1428571428571
1543,277.6066147458882,-0.363,636.0714285714286
1544,277.66227288376734,-0.3827,636.0
1545,277.7179310216465,-0.3721,635.9285714285714
1546,277.77358915952567,-0.3545,635.8571428571429
1547,277.8292472974049,-0.3641,635.7857142857143
1548,277.88490543528405,-0.4292,635.7142857142857
1549,277.9405635731632,-0.4936,635.6428571428571
1550,277.9962217110424,-0.4703,635.5714285714286
1551,278.05187984892154,-0.4368,635.5
1552,278.1075379868007,-0.4259,635.4285714285714
1553,278.16319612467987,-0.4247,635.3571428571429
1554,278.21885426255903,-0.4507,635.2857142857143
1555,278.2745124004382,-0.5084,635.2142857142857
1556,278.33017053831736,-0.5475,635.1428571428571
1557,278.3858286761965,-0.5162,635.0714285714286
1558,278.4414868140757,-0.513,635.0
1559,278.49714495195485,-0.5617,634.9285714285714
1560,278.552803089834,-0.5119,634.8571428571429
1561,278.6084612277132,-0.3686,634.7857142857143
1562,278.66411936559234,-0.2716,634.7142857142857
1563,278.7197775034715,-0.2197,634.6428571428571
1564,278.77543564135067,-0.1983,634.5714285714286
1565,278.83109377922983,-0.1998,634.5
1566,278.886751917109,-0.2114,634.4285714285714
1567,278.94241005498816,-0.2836,634.3571428571429
1568,278.9980681928673,-0.331,634.2857142857143
1569,279.0537263307465,-0.246,634.2142857142857
1570,279.10938446862565,-0.204,634.1428571428571
1571,279.1650426065048,-0.3111,634.0714285714286
1572,279.220700744384,-0.4252,634.0
1573,279.27635888226314,-0.4833,633.9285714285714
1574,279.33201702014236,-0.5345,633.8571428571429
1575,279.3876751580215,-0.5427,633.7857142857143
1576,279.4433332959007,-0.5822,633.7142857142857
1577,279.49899143377985,-0.5573,633.6428571428571
1578,279.554649571659,-0.3948,633.5714285714286
1579,279.6103077095382,-0.358,633.5
1580,279.66596584741734,-0.5614,633.4285714285714
1581,279.7216239852965,-0.7362,633.3571428571429
1582,279.77728212317567,-0.6227,633.2857142857143
1583,279.83294026105483,-0.4085,633.2142857142857
1584,279.888598398934,-0.3029,633.1428571428571
1585,279.94425653681316,-0.3687,633.0714285714286
1586,279.9999146746923,-0.5279,633.0
1587,279.97075782171737,-0.4891,632.9285714285714
1588,279.9416009687424,-0.3324,632.8571428571429
1589,279.9124441157675,-0.2405,632.7857142857143
1590,279.8832872627926,-0.1939,632.7142857142857
1591,279.8541304098176,-0.2592,632.6428571428571
1592,279.8249735568427,-0.3657,632.5714285714286
1593,279.79581670386773,-0.3465,632.5
1594,279.76665985089284,-0.2981,632.4285714285714
1595,279.7375029979179,-0.3048,632.3571428571429
1596,279.70834614494294,-0.3667,632.2857142857143
1597,279.679189291968,-0.4542,632.2142857142857
1598,279.65003243899304,-0.4875,632.1428571428571
1599,279.62087558601814,-0.4783,632.0714285714286
1600,279.5917187330432,-0.4919,632.0
1601,279.56256188006824,-0.5332,631.9166666666666
1602,279.5334050270933,-0.5778,631.8333333333334
1603,279.50424817411835,-0.5873,631.75
1604,279.47509132114345,-0.5372,631.6666666666666
1605,279.4459344681685,-0.4381,631.5833333333334
1606,279.41677761519355,-0.4236,631.5
1607,279.3876207622186,-0.4894,631.4166666666666
1608,279.35846390924365,-0.4995,631.3333333333334
1609,279.32930705626876,-0.5263,631.25
1610,279.3001502032938,-0.5721,631.1666666666666
1611,279.27099335031886,-0.5607,631.0833333333334
1612,279.2418364973439,-0.4883,631.0
1613,279.21267964436896,-0.3997,630.9166666666666
1614,279.18352279139407,-0.3331,630.8333333333334
1615,279.1543659384191,-0.2869,630.75
1616,279.12520908544417,-0.2868,630.6666666666666
1617,279.0398322132996,-0.2829,630.5833333333334
1618,278.954455341155,-0.2886,630.5
1619,278.86907846901045,-0.3803,630.4166666666666
1620,278.78370159686585,-0.4213,630.3333333333334
1621,278.69832472472126,-0.3542,630.25
1622,278.61294785257667,-0.3078,630.1666666666666
1623,278.5275709804321,-0.3175,630.0833333333334
1624,278.4421941082875,-0.2783,630.0
1625,278.35681723614294,-0.2228,629.7101449275362
1626,278.27144036399835,-0.2212,629.4202898550725
1627,278.18606349185376,-0.2224,629.1304347826087
1628,278.10068661970917,-0.2302,628.8405797101449
1629,278.0153097475646,-0.2156,628.5507246376811
1630,277.92993287542004,-0.1517,628.2608695652174
1631,277.84455600327544,-0.1745,627.9710144927536
1632,277.75917913113085,-0.2947,627.6811594202899
1633,277.67380225898626,-0.3507,627.3913043478261
1634,277.58842538684166,-0.3226,627.1014492753624
1635,277.50304851469707,-0.3366,626.8115942028985
1636,277.41767164255253,-0.4342,626.5217391304348
1637,277.33229477040794,-0.5061,626.231884057971
1638,277.24691789826335,-0.454,625.9420289855072
1639,277.2672312282862,-0.4571,625.6521739130435
1640,277.28754455830915,-0.5445,625.3623188405797
1641,277.307857888332,-0.5153,625.072463768116
1642,277.32817121835495,-0.4349,624.7826086956521
1643,277.3484845483778,-0.4232,624.4927536231884
1644,277.36879787840076,-0.4996,624.2028985507246
1645,277.3891112084236,-0.6043,623.9130434782609
1646,277.40942453844656,-0.6156,623.6231884057971
1647,277.42973786846943,-0.5083,623.3333333333334
1648,277.45005119849236,-0.3757,623.0434782608696
1649,277.47036452851523,-0.3302,622.7536231884058
1650,277.49067785853816,-0.3087,622.463768115942
1651,277.51099118856104,-0.2951,622.1739130434783
1652,277.53130451858397,-0.4512,621.8840579710145
1653,277.55161784860684,-0.7108,621.5942028985507
1654,277.57193117862977,-0.7262,621.304347826087
1655,277.59224450865264,-0.4547,621.0144927536232
1656,277.61255783867557,-0.2688,620.7246376811594
1657,277.63287116869844,-0.2221,620.4347826086956
1658,277.6531844987214,-0.1938,620.1449275362319
1659,277.67349782874425,-0.1848,619.8550724637681
1660,277.6938111587672,-0.1669,619.5652173913044
1661,277.71412448879005,-0.1971,619.2753623188406
1662,277.734437818813,-0.2757,618.9855072463768
1663,277.75475114883585,-0.2738,618.695652173913
1664,277.7750644788588,-0.2792,618.4057971014493
1665,277.79537780888165,-0.2882,618.1159420289855
1666,277.89279683652023,-0.2913,617.8260869565217
1667,277.99021586415876,-0.2993,617.536231884058
1668,278.08763489179734,-0.2813,617.2463768115942
1669,278.18505391943586,-0.3409,616.9565217391304
1670,278.28247294707444,-0.4386,616.6666666666666
1671,278.379891974713,-0.4191,616.3768115942029
1672,278.47731100235154,-0.2949,616.0869565217391
1673,278.5747300299901,-0.2264,615.7971014492754
1674,278.6721490576287,-0.3087,615.5072463768116
1675,278.7695680852672,-0.4018,615.2173913043479
1676,278.8669871129058,-0.3821,614.927536231884
1677,278.9644061405444,-0.3605,614.6376811594203
1678,279.0618251681829,-0.4299,614.3478260869565
1679,279.1592441958215,-0.4749,614.0579710144928
1680,279.25666322346,-0.4118,613.768115942029
1681,279.3540822510986,-0.3943,613.4782608695652
1682,279.45150127873717,-0.464,613.1884057971015
1683,279.5489203063757,-0.5322,612.8985507246376
1684,279.64633933401427,-0.5081,612.6086956521739
1685,279.7437583616528,-0.4658,612.3188405797101
1686,279.8411773892914,-0.4976,612.0289855072464
1687,279.93859641692995,-0.522,611.7391304347826
1688,280.0360154445685,-0.5102,611.4492753623189
1689,280.13343447220706,-0.488,611.1594202898551
1690,280.23085349984564,-0.4204,610.8695652173913
1691,280.32827252748416,-0.2947,610.5797101449275
1692,280.42569155512274,-0.228,610.2898550724638
1693,280.5231105827613,-0.3072,610.0
1694,280.62052961039984,-0.4396,611.4444444444445
1695,280.7179486380384,-0.4485,612.8888888888889
1696,280.81536766567694,-0.403,614.3333333333334
1697,280.9127866933155,-0.466,615.7777777777778
1698,281.0102057209541,-0.6164,617.2222222222222
1699,281.1076247485926,-0.7467,618.6666666666666
1700,281.2050437762312,-0.7785,620.1111111111111
1701,281.30246280386973,-0.8283,621.5555555555555
1702,281.3998818315083,-0.9188,623.0
1703,281.4973008591469,-0.787,623.0
1704,281.5947198867854,-0.551,623.0
1705,281.692138914424,-0.4588,623.0
1706,281.65653986623187,-0.492,623.0
1707,281.6209408180397,-0.5228,623.0
1708,281.58534176984756,-0.4749,623.0
1709,281.54974272165543,-0.4139,623.0
1710,281.5141436734633,-0.3963,623.0
1711,281.4785446252711,-0.3467,623.0
1712,281.442945577079,-0.2633,623.0
1713,281.4073465288869,-0.2794,623.0
1714,281.37174748069475,-0.3792,623.0
1715,281.33614843250257,-0.473,623.0
1716,281.30054938431044,-0.587,623.0
1717,281.2649503361183,-0.7013,623.0
1718,281.22935128792614,-0.6428,623.0
1719,281.193752239734,-0.4187,623.0
1720,281.1581531915419,-0.281,623.0
1721,281.12255414334976,-0.2788,623.0
1722,281.0869550951576,-0.3104,623.0
1723,281.05135604696545,-0.3161,623.0
1724,281.0157569987733,-0.3362,623.0
1725,280.9801579505812,-0.343,623.0
1726,280.944558902389,-0.2528,623.0
1727,280.9089598541969,-0.1824,623.0
1728,280.87731853761557,-0.363,623.0
1729,280.84567722103424,-0.6332,623.0
1730,280.8140359044529,-0.587,623.0
1731,280.7823945878716,-0.3901,623.0
1732,280.75075327129025,-0.2732,623.0
1733,280.71911195470886,-0.1809,623.0
1734,280.68747063812754,-0.085,623.0
1735,280.6558293215462,0.0109,623.0
1736,280.6241880049649,0.0223,623.0
1737,280.59254668838355,-0.0136,623.0
1738,280.5609053718022,-0.0545,623.0
1739,280.5292640552209,-0.1178,623.0
1740,280.49762273863956,-0.175,623.0
1741,280.46598142205823,-0.1036,623.0
1742,280.4343401054769,-0.0113,623.0
1743,280.4026987888955,-0.1001,623.0
1744,280.3710574723142,-0.2621,623.0
1745,280.33941615573286,-0.3104,623.0
1746,280.30777483915153,-0.2231,623.0
1747,280.2761335225702,-0.2,623.0
1748,280.2444922059889,-0.3618,623.0
1749,280.00323066682995,-0.4664,623.0
1750,279.761969127671,-0.37,623.0
1751,279.5207075885121,-0.2688,622.8
1752,279.27944604935317,-0.2358,622.6
1753,279.03818451019424,-0.2692,622.4
